num_agents,graph,difficulty,successful_convergence,unsuccessful_convergence,time_to_convergence
10,path,0.001,1,0,264
10,path,0.001,1,0,1047
10,path,0.001,1,0,264
10,path,0.001,1,0,1042
10,path,0.001,1,0,264
10,path,0.001,1,0,1233
10,path,0.001,1,0,335
10,path,0.001,1,0,335
10,path,0.001,1,0,335
10,path,0.001,1,0,335
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,701
10,path,0.001,1,0,486
10,path,0.001,1,0,486
10,path,0.001,1,0,486
10,path,0.001,1,0,1465
10,path,0.001,1,0,1465
10,path,0.001,1,0,1465
10,path,0.001,1,0,1465
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,1059
10,path,0.001,1,0,690
10,path,0.001,1,0,690
10,path,0.001,1,0,690
10,path,0.001,1,0,559
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,1,0,541
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,0,0,0
10,path,0.001,1,0,490
